,"A1 Endurance sport, land-based","A2 Endurance sport, Cycling","A3 Endurance sport, Swimming",B1 Individual Fitness,B2 Group-based Fitness,E Compostional-creative activities,F relaxation-oriented activities,G  Outdoor sports,H1 Team sport games,H2 Net games
1176,0.72,0.59,0.57,0.47,0.5,0.34,0.7,0.41,0.06,0.15
1177,0.45,0.33,0.45,0.54,0.57,0.75,0.42,0.66,0.11,0.54
1178,0.65,0.54,0.52,0.56,0.33,0.36,0.77,0.52,0.03,0.14
1179,0.68,0.51,0.47,0.63,0.43,0.33,0.62,0.46,0.07,0.15
1180,0.62,0.34,0.29,0.47,0.34,0.08,0.46,0.05,0.02,0.05
1181,0.76,0.6,0.36,0.5,0.33,0.05,0.46,0.56,0.04,0.35
1182,0.58,0.47,0.51,0.38,0.4,0.31,0.7,0.32,0.07,0.25
1183,0.28,0.21,0.09,0.32,0.16,0.72,0.15,0.18,0.21,0.14
1184,0.73,0.57,0.48,0.55,0.51,0.47,0.75,0.37,0.03,0.2
1185,0.45,0.49,0.47,0.49,0.1,0.03,0.17,0.14,0.16,0.07
1186,0.31,0.24,0.37,0.3,0.41,0.66,0.22,0.44,0.16,0.36
1187,0.78,0.55,0.36,0.45,0.36,0.12,0.57,0.44,0.03,0.16
1188,0.73,0.41,0.45,0.25,0.25,0.1,0.32,0.33,0.04,0.22
1189,0.54,0.24,0.44,0.4,0.69,0.33,0.5,0.25,0.1,0.17
1190,0.57,0.61,0.22,0.51,0.22,0.07,0.09,0.61,0.7,0.69
1191,0.47,0.37,0.36,0.58,0.57,0.34,0.79,0.26,0.06,0.19
1192,0.38,0.38,0.06,0.76,0.07,0.06,0.03,0.15,0.71,0.13
1193,0.66,0.48,0.34,0.54,0.42,0.18,0.6,0.18,0.06,0.15
1194,0.38,0.22,0.31,0.46,0.18,0.05,0.04,0.18,0.51,0.62
1195,0.74,0.6,0.53,0.42,0.33,0.64,0.74,0.63,0.04,0.12
1196,0.72,0.73,0.26,0.26,0.13,0.06,0.05,0.4,0.18,0.25
1197,0.85,0.41,0.36,0.25,0.26,0.09,0.31,0.28,0.03,0.26
1198,0.69,0.55,0.43,0.59,0.54,0.55,0.6,0.32,0.02,0.12
1199,0.64,0.69,0.48,0.56,0.08,0.04,0.09,0.32,0.07,0.17
1200,0.21,0.16,0.1,0.67,0.07,0.06,0.02,0.04,0.89,0.23
1201,0.75,0.6,0.57,0.57,0.51,0.24,0.68,0.45,0.04,0.12
1202,0.7,0.76,0.37,0.4,0.09,0.09,0.41,0.57,0.07,0.1
1203,0.63,0.58,0.18,0.33,0.14,0.14,0.03,0.44,0.12,0.42
1204,0.68,0.56,0.6,0.65,0.32,0.38,0.76,0.33,0.02,0.13
1205,0.72,0.57,0.52,0.58,0.54,0.2,0.76,0.41,0.09,0.18
1206,0.55,0.17,0.1,0.71,0.06,0.05,0.03,0.14,0.67,0.47
1207,0.53,0.28,0.34,0.74,0.38,0.2,0.15,0.28,0.41,0.55
1208,0.45,0.39,0.32,0.7,0.12,0.06,0.04,0.38,0.66,0.63
1209,0.65,0.68,0.48,0.64,0.07,0.04,0.11,0.39,0.08,0.12
1210,0.29,0.19,0.23,0.61,0.38,0.39,0.09,0.3,0.47,0.52
1211,0.54,0.4,0.36,0.77,0.41,0.39,0.22,0.21,0.08,0.09
1212,0.4,0.3,0.28,0.72,0.09,0.13,0.08,0.56,0.59,0.48
1213,0.66,0.54,0.47,0.63,0.43,0.26,0.75,0.48,0.09,0.17
1214,0.26,0.24,0.13,0.25,0.1,0.06,0.04,0.22,0.65,0.46
1215,0.33,0.3,0.34,0.51,0.54,0.24,0.26,0.11,0.05,0.21
1216,0.46,0.12,0.4,0.34,0.42,0.5,0.19,0.16,0.06,0.19
1217,0.55,0.19,0.41,0.33,0.47,0.36,0.32,0.23,0.14,0.36
1218,0.67,0.58,0.36,0.24,0.46,0.38,0.62,0.62,0.05,0.42
1219,0.77,0.61,0.32,0.48,0.48,0.12,0.37,0.37,0.06,0.19
1220,0.38,0.29,0.32,0.3,0.3,0.6,0.3,0.68,0.1,0.3
1221,0.59,0.42,0.54,0.53,0.47,0.38,0.64,0.62,0.08,0.39
1222,0.76,0.61,0.58,0.41,0.43,0.31,0.72,0.49,0.03,0.11
1223,0.65,0.46,0.21,0.3,0.52,0.31,0.29,0.21,0.05,0.17
1224,0.6,0.38,0.34,0.69,0.31,0.27,0.37,0.48,0.09,0.24
1225,0.37,0.22,0.3,0.61,0.12,0.22,0.09,0.35,0.65,0.65
1226,0.48,0.23,0.23,0.46,0.72,0.18,0.52,0.09,0.02,0.07
1227,0.65,0.78,0.22,0.18,0.09,0.06,0.12,0.75,0.07,0.14
1228,0.75,0.67,0.39,0.46,0.08,0.05,0.11,0.48,0.07,0.13
1229,0.45,0.44,0.43,0.39,0.51,0.27,0.51,0.27,0.06,0.36
1230,0.35,0.38,0.47,0.51,0.64,0.12,0.63,0.11,0.02,0.21
1231,0.35,0.32,0.26,0.47,0.17,0.03,0.06,0.13,0.23,0.42
1232,0.59,0.44,0.35,0.48,0.48,0.19,0.74,0.2,0.04,0.12
1233,0.71,0.44,0.22,0.34,0.46,0.35,0.36,0.38,0.03,0.27
1234,0.52,0.47,0.38,0.76,0.15,0.05,0.08,0.49,0.4,0.14
1235,0.67,0.35,0.3,0.74,0.39,0.24,0.25,0.33,0.22,0.21
1236,0.42,0.13,0.39,0.32,0.44,0.34,0.16,0.14,0.06,0.23
1237,0.36,0.26,0.27,0.31,0.36,0.63,0.26,0.3,0.2,0.43
1238,0.63,0.34,0.42,0.53,0.55,0.52,0.38,0.57,0.19,0.55
1239,0.4,0.29,0.14,0.18,0.38,0.3,0.09,0.08,0.23,0.17
1240,0.57,0.43,0.58,0.51,0.65,0.38,0.63,0.15,0.04,0.22
1241,0.52,0.31,0.33,0.16,0.51,0.17,0.56,0.08,0.03,0.12
1242,0.32,0.16,0.12,0.72,0.05,0.04,0.03,0.18,0.51,0.42
1243,0.36,0.19,0.08,0.61,0.26,0.21,0.1,0.06,0.06,0.07
1244,0.34,0.12,0.26,0.32,0.32,0.71,0.14,0.13,0.14,0.23
1245,0.42,0.34,0.21,0.54,0.13,0.16,0.07,0.48,0.77,0.61
1246,0.24,0.13,0.44,0.24,0.62,0.55,0.18,0.24,0.12,0.34
1247,0.73,0.54,0.54,0.5,0.62,0.3,0.64,0.4,0.04,0.19
1248,0.48,0.24,0.39,0.5,0.28,0.37,0.24,0.46,0.49,0.63
1249,0.58,0.45,0.57,0.38,0.67,0.44,0.75,0.26,0.04,0.25
1250,0.56,0.53,0.37,0.3,0.47,0.63,0.3,0.73,0.16,0.59
1251,0.47,0.25,0.49,0.47,0.37,0.71,0.29,0.47,0.09,0.12
1252,0.58,0.29,0.49,0.52,0.58,0.49,0.51,0.41,0.08,0.25
1253,0.28,0.19,0.09,0.22,0.08,0.16,0.03,0.21,0.74,0.42
1254,0.59,0.57,0.37,0.61,0.62,0.33,0.49,0.26,0.03,0.39
1255,0.42,0.34,0.44,0.31,0.57,0.66,0.27,0.3,0.08,0.42
1256,0.41,0.15,0.24,0.38,0.3,0.81,0.26,0.55,0.33,0.17
1257,0.39,0.14,0.41,0.29,0.62,0.22,0.33,0.32,0.11,0.37
1258,0.63,0.61,0.61,0.56,0.26,0.53,0.78,0.47,0.03,0.21
1259,0.55,0.43,0.44,0.44,0.16,0.03,0.07,0.08,0.17,0.3
1260,0.65,0.42,0.57,0.61,0.32,0.2,0.79,0.15,0.02,0.08
1261,0.61,0.55,0.42,0.2,0.46,0.5,0.56,0.72,0.08,0.23
1262,0.39,0.19,0.28,0.74,0.31,0.2,0.13,0.14,0.12,0.14
1263,0.59,0.68,0.52,0.6,0.2,0.14,0.14,0.6,0.49,0.5
1264,0.54,0.28,0.4,0.43,0.2,0.19,0.49,0.38,0.59,0.44
1265,0.26,0.23,0.09,0.35,0.09,0.05,0.03,0.26,0.88,0.52
1266,0.27,0.29,0.13,0.29,0.11,0.1,0.07,0.55,0.76,0.66
1267,0.65,0.69,0.17,0.47,0.17,0.13,0.05,0.49,0.15,0.34
1268,0.49,0.19,0.12,0.56,0.16,0.24,0.05,0.14,0.59,0.43
1269,0.57,0.42,0.49,0.67,0.53,0.37,0.65,0.41,0.07,0.09
1270,0.5,0.55,0.3,0.57,0.09,0.03,0.05,0.43,0.3,0.11
1271,0.55,0.51,0.56,0.56,0.67,0.46,0.54,0.41,0.06,0.23
1272,0.66,0.34,0.46,0.46,0.19,0.23,0.22,0.17,0.07,0.22
1273,0.63,0.61,0.57,0.7,0.09,0.09,0.12,0.56,0.26,0.19
1274,0.79,0.6,0.35,0.35,0.32,0.06,0.51,0.44,0.06,0.21
1275,0.6,0.41,0.56,0.55,0.44,0.48,0.58,0.33,0.06,0.19
1276,0.67,0.5,0.57,0.5,0.51,0.44,0.73,0.61,0.04,0.29
1277,0.47,0.18,0.33,0.5,0.31,0.13,0.6,0.18,0.07,0.09
1278,0.36,0.35,0.24,0.21,0.45,0.7,0.29,0.28,0.31,0.36
1279,0.25,0.17,0.14,0.83,0.05,0.04,0.04,0.07,0.76,0.33
1280,0.64,0.65,0.55,0.58,0.13,0.1,0.07,0.73,0.44,0.33
1281,0.39,0.09,0.31,0.44,0.47,0.23,0.1,0.1,0.1,0.16
1282,0.59,0.42,0.5,0.59,0.57,0.31,0.67,0.26,0.07,0.14
1283,0.7,0.56,0.47,0.53,0.4,0.17,0.7,0.56,0.05,0.18
1284,0.42,0.32,0.38,0.45,0.66,0.28,0.33,0.07,0.04,0.11
1285,0.41,0.17,0.44,0.24,0.47,0.28,0.34,0.31,0.14,0.46
1286,0.35,0.28,0.29,0.45,0.34,0.28,0.1,0.45,0.6,0.58
1287,0.67,0.57,0.55,0.63,0.61,0.14,0.66,0.44,0.02,0.14
1288,0.54,0.46,0.58,0.54,0.69,0.49,0.66,0.22,0.06,0.25
1289,0.64,0.57,0.53,0.54,0.65,0.25,0.64,0.48,0.03,0.18
1290,0.55,0.33,0.46,0.53,0.55,0.48,0.69,0.57,0.07,0.2
1291,0.3,0.36,0.13,0.35,0.1,0.13,0.04,0.43,0.87,0.66
1292,0.73,0.62,0.48,0.44,0.41,0.18,0.77,0.54,0.03,0.28
1293,0.43,0.48,0.2,0.62,0.15,0.04,0.05,0.2,0.61,0.71
1294,0.5,0.61,0.27,0.27,0.1,0.35,0.06,0.55,0.83,0.7
1295,0.27,0.23,0.36,0.37,0.62,0.3,0.55,0.21,0.09,0.29
1296,0.46,0.21,0.45,0.41,0.59,0.27,0.38,0.17,0.06,0.25
1297,0.56,0.38,0.22,0.61,0.39,0.15,0.18,0.29,0.03,0.23
1298,0.64,0.4,0.46,0.42,0.47,0.34,0.72,0.22,0.02,0.13
1299,0.62,0.73,0.47,0.32,0.14,0.07,0.15,0.64,0.33,0.67
1300,0.62,0.44,0.58,0.62,0.35,0.4,0.76,0.18,0.02,0.1
1301,0.38,0.21,0.24,0.69,0.22,0.39,0.08,0.2,0.3,0.32
1302,0.69,0.5,0.49,0.53,0.33,0.34,0.78,0.2,0.02,0.13
1303,0.65,0.76,0.56,0.46,0.13,0.08,0.19,0.71,0.11,0.22
1304,0.41,0.24,0.32,0.58,0.11,0.05,0.13,0.44,0.73,0.33
1305,0.38,0.35,0.38,0.37,0.3,0.74,0.29,0.47,0.13,0.18
1306,0.37,0.18,0.18,0.53,0.17,0.16,0.1,0.08,0.22,0.21
1307,0.68,0.43,0.24,0.21,0.15,0.13,0.55,0.2,0.02,0.07
1308,0.54,0.31,0.38,0.41,0.59,0.58,0.51,0.2,0.02,0.12
1309,0.36,0.33,0.37,0.26,0.51,0.66,0.52,0.38,0.06,0.21
1310,0.59,0.5,0.41,0.6,0.13,0.06,0.06,0.19,0.3,0.2
1311,0.66,0.46,0.37,0.25,0.34,0.21,0.41,0.36,0.07,0.43
1312,0.26,0.31,0.22,0.75,0.08,0.02,0.03,0.16,0.59,0.18
1313,0.35,0.12,0.37,0.31,0.32,0.34,0.17,0.24,0.18,0.32
1314,0.3,0.36,0.24,0.28,0.13,0.81,0.1,0.4,0.46,0.28
1315,0.38,0.19,0.17,0.76,0.07,0.04,0.02,0.19,0.81,0.19
1316,0.68,0.47,0.5,0.47,0.58,0.3,0.72,0.39,0.04,0.17
1317,0.64,0.44,0.52,0.51,0.58,0.19,0.69,0.27,0.05,0.21
1318,0.72,0.47,0.42,0.26,0.29,0.68,0.53,0.78,0.08,0.23
1319,0.32,0.2,0.33,0.4,0.45,0.33,0.3,0.13,0.05,0.2
1320,0.63,0.47,0.54,0.47,0.54,0.33,0.69,0.25,0.03,0.14
1321,0.35,0.13,0.41,0.36,0.65,0.36,0.29,0.16,0.11,0.39
1322,0.29,0.16,0.19,0.83,0.08,0.04,0.04,0.26,0.77,0.41
1323,0.39,0.34,0.09,0.38,0.12,0.71,0.07,0.14,0.69,0.17
1324,0.58,0.27,0.31,0.45,0.62,0.28,0.52,0.2,0.02,0.1
1325,0.55,0.33,0.49,0.58,0.46,0.53,0.62,0.34,0.06,0.17
1326,0.47,0.39,0.37,0.63,0.51,0.43,0.49,0.29,0.07,0.39
1327,0.63,0.54,0.3,0.59,0.08,0.03,0.03,0.48,0.57,0.61
1328,0.33,0.13,0.39,0.17,0.3,0.65,0.16,0.37,0.08,0.2
1329,0.38,0.28,0.54,0.53,0.58,0.31,0.65,0.18,0.04,0.09
1330,0.66,0.58,0.43,0.61,0.53,0.11,0.5,0.35,0.03,0.24
1331,0.46,0.34,0.37,0.4,0.46,0.17,0.2,0.6,0.43,0.7
1332,0.64,0.54,0.38,0.36,0.49,0.21,0.73,0.63,0.08,0.53
1333,0.41,0.37,0.57,0.48,0.48,0.23,0.77,0.1,0.03,0.1
1334,0.38,0.27,0.32,0.4,0.64,0.29,0.33,0.28,0.11,0.48
1335,0.42,0.26,0.53,0.39,0.67,0.51,0.49,0.36,0.07,0.27
1336,0.23,0.27,0.09,0.25,0.08,0.08,0.06,0.12,0.66,0.22
1337,0.67,0.69,0.46,0.33,0.15,0.07,0.11,0.61,0.4,0.57
1338,0.31,0.23,0.17,0.82,0.09,0.03,0.04,0.13,0.6,0.14
1339,0.65,0.42,0.52,0.41,0.51,0.19,0.7,0.11,0.04,0.07
1340,0.26,0.26,0.26,0.2,0.17,0.67,0.05,0.17,0.38,0.21
1341,0.63,0.52,0.28,0.23,0.44,0.25,0.34,0.35,0.28,0.33
1342,0.67,0.14,0.21,0.48,0.2,0.05,0.46,0.16,0.02,0.1
1343,0.59,0.73,0.44,0.58,0.11,0.03,0.05,0.36,0.23,0.35
1344,0.43,0.21,0.43,0.27,0.73,0.58,0.46,0.38,0.07,0.27
1345,0.56,0.26,0.58,0.28,0.66,0.47,0.64,0.3,0.06,0.27
1346,0.55,0.47,0.56,0.36,0.45,0.68,0.73,0.28,0.03,0.17
1347,0.54,0.22,0.47,0.75,0.51,0.46,0.28,0.12,0.13,0.27
1348,0.68,0.58,0.34,0.38,0.43,0.18,0.36,0.35,0.19,0.31
1349,0.73,0.59,0.45,0.46,0.31,0.06,0.54,0.35,0.07,0.29
1350,0.49,0.4,0.38,0.37,0.68,0.5,0.36,0.62,0.1,0.59
1351,0.43,0.44,0.28,0.54,0.16,0.04,0.05,0.18,0.11,0.32
1352,0.74,0.64,0.43,0.46,0.38,0.23,0.8,0.5,0.03,0.2
1353,0.76,0.56,0.13,0.25,0.1,0.1,0.06,0.42,0.12,0.25
1354,0.3,0.23,0.24,0.78,0.16,0.6,0.17,0.04,0.16,0.1
1355,0.59,0.31,0.25,0.47,0.06,0.02,0.06,0.14,0.42,0.22
1356,0.59,0.42,0.34,0.29,0.41,0.2,0.49,0.33,0.05,0.39
1357,0.5,0.37,0.41,0.63,0.15,0.32,0.08,0.69,0.63,0.54
1358,0.68,0.49,0.55,0.5,0.35,0.27,0.75,0.15,0.02,0.08
1359,0.41,0.2,0.49,0.35,0.49,0.37,0.58,0.16,0.06,0.27
1360,0.63,0.79,0.3,0.31,0.19,0.09,0.15,0.79,0.49,0.63
1361,0.41,0.27,0.43,0.18,0.49,0.55,0.25,0.19,0.05,0.26
1362,0.38,0.36,0.23,0.24,0.33,0.26,0.27,0.07,0.07,0.12
1363,0.63,0.44,0.45,0.54,0.52,0.16,0.75,0.16,0.06,0.13
1364,0.55,0.44,0.22,0.41,0.6,0.42,0.43,0.31,0.03,0.6
1365,0.64,0.81,0.35,0.51,0.13,0.07,0.04,0.46,0.08,0.21
1366,0.64,0.64,0.43,0.33,0.15,0.07,0.13,0.47,0.17,0.33
1367,0.48,0.46,0.53,0.31,0.51,0.76,0.61,0.78,0.13,0.46
1368,0.45,0.4,0.28,0.49,0.13,0.04,0.17,0.14,0.11,0.06
1369,0.59,0.5,0.55,0.48,0.46,0.58,0.78,0.35,0.03,0.22
1370,0.46,0.46,0.4,0.33,0.42,0.7,0.3,0.75,0.39,0.57
1371,0.51,0.54,0.21,0.59,0.13,0.05,0.05,0.12,0.14,0.33
1372,0.59,0.42,0.56,0.47,0.57,0.45,0.75,0.23,0.05,0.15
1373,0.45,0.37,0.45,0.63,0.51,0.43,0.41,0.46,0.11,0.52
1374,0.25,0.24,0.12,0.32,0.12,0.4,0.03,0.34,0.87,0.68
1375,0.6,0.46,0.41,0.39,0.68,0.21,0.66,0.27,0.04,0.19
1376,0.42,0.55,0.27,0.66,0.09,0.04,0.1,0.5,0.5,0.5
1377,0.53,0.11,0.36,0.27,0.49,0.19,0.32,0.31,0.26,0.48
1378,0.42,0.33,0.13,0.59,0.1,0.08,0.03,0.27,0.86,0.59
1379,0.31,0.24,0.13,0.32,0.15,0.71,0.06,0.25,0.59,0.31
1380,0.39,0.24,0.38,0.44,0.33,0.33,0.1,0.34,0.51,0.55
1381,0.36,0.23,0.16,0.7,0.12,0.09,0.03,0.28,0.6,0.38
1382,0.38,0.42,0.45,0.38,0.28,0.68,0.24,0.6,0.15,0.44
1383,0.57,0.52,0.39,0.57,0.24,0.24,0.28,0.56,0.5,0.46
1384,0.64,0.58,0.56,0.49,0.45,0.6,0.73,0.7,0.07,0.26
1385,0.5,0.55,0.29,0.48,0.11,0.06,0.1,0.15,0.08,0.14
1386,0.34,0.2,0.18,0.51,0.13,0.11,0.03,0.33,0.83,0.71
1387,0.38,0.5,0.48,0.51,0.12,0.09,0.12,0.71,0.3,0.26
1388,0.45,0.14,0.35,0.35,0.69,0.19,0.32,0.21,0.21,0.34
1389,0.42,0.31,0.45,0.24,0.42,0.32,0.77,0.23,0.04,0.15
1390,0.72,0.67,0.54,0.4,0.4,0.41,0.78,0.71,0.04,0.18
1391,0.54,0.25,0.23,0.68,0.24,0.48,0.13,0.15,0.18,0.15
1392,0.69,0.49,0.59,0.49,0.62,0.55,0.72,0.42,0.07,0.34
1393,0.6,0.42,0.6,0.45,0.52,0.23,0.65,0.14,0.02,0.15
1394,0.15,0.14,0.24,0.47,0.21,0.63,0.07,0.35,0.58,0.37
1395,0.62,0.49,0.25,0.62,0.05,0.02,0.07,0.33,0.09,0.44
1396,0.61,0.44,0.53,0.47,0.33,0.24,0.79,0.28,0.03,0.18
1397,0.66,0.71,0.39,0.54,0.08,0.04,0.07,0.3,0.06,0.21
1398,0.56,0.41,0.38,0.18,0.63,0.15,0.57,0.14,0.08,0.2
1399,0.6,0.44,0.45,0.53,0.42,0.47,0.63,0.36,0.03,0.44
1400,0.6,0.58,0.15,0.49,0.12,0.04,0.08,0.41,0.17,0.27
1401,0.49,0.23,0.24,0.42,0.26,0.06,0.31,0.09,0.09,0.07
1402,0.61,0.47,0.57,0.59,0.6,0.39,0.76,0.38,0.04,0.14
1403,0.63,0.46,0.43,0.56,0.37,0.31,0.72,0.23,0.06,0.12
1404,0.65,0.64,0.45,0.5,0.6,0.39,0.65,0.48,0.04,0.21
1405,0.73,0.39,0.38,0.54,0.28,0.47,0.63,0.33,0.02,0.06
1406,0.7,0.76,0.49,0.51,0.1,0.03,0.19,0.37,0.08,0.21
1407,0.46,0.29,0.4,0.22,0.38,0.2,0.44,0.29,0.08,0.18
1408,0.55,0.66,0.45,0.54,0.08,0.05,0.04,0.43,0.67,0.67
1409,0.59,0.39,0.26,0.38,0.21,0.08,0.38,0.21,0.03,0.15
1410,0.51,0.38,0.4,0.51,0.37,0.15,0.34,0.28,0.16,0.36
1411,0.35,0.25,0.34,0.77,0.09,0.04,0.07,0.44,0.71,0.53
1412,0.51,0.55,0.32,0.61,0.08,0.05,0.06,0.36,0.3,0.2
1413,0.44,0.24,0.27,0.71,0.44,0.52,0.32,0.18,0.13,0.2
1414,0.4,0.3,0.24,0.31,0.24,0.19,0.34,0.08,0.1,0.1
1415,0.5,0.4,0.33,0.48,0.46,0.5,0.54,0.54,0.17,0.26
1416,0.58,0.4,0.51,0.36,0.57,0.2,0.22,0.25,0.02,0.12
1417,0.66,0.63,0.52,0.45,0.11,0.07,0.16,0.37,0.12,0.2
1418,0.54,0.38,0.56,0.41,0.55,0.51,0.79,0.14,0.04,0.1
1419,0.57,0.52,0.34,0.76,0.13,0.04,0.12,0.54,0.33,0.25
1420,0.5,0.18,0.28,0.76,0.4,0.34,0.18,0.19,0.14,0.19
1421,0.76,0.65,0.51,0.51,0.29,0.16,0.76,0.36,0.03,0.14
1422,0.44,0.44,0.43,0.39,0.53,0.29,0.64,0.14,0.02,0.24
1423,0.56,0.59,0.5,0.44,0.45,0.41,0.59,0.4,0.02,0.16
1424,0.5,0.33,0.24,0.56,0.09,0.03,0.03,0.1,0.15,0.15
1425,0.3,0.27,0.11,0.23,0.09,0.25,0.04,0.44,0.76,0.54
1426,0.38,0.19,0.35,0.58,0.37,0.6,0.18,0.27,0.29,0.25
1427,0.69,0.45,0.42,0.44,0.54,0.42,0.77,0.26,0.02,0.13
1428,0.77,0.59,0.21,0.52,0.33,0.11,0.35,0.41,0.03,0.14
1429,0.63,0.67,0.27,0.49,0.16,0.04,0.04,0.26,0.1,0.14
1430,0.69,0.74,0.41,0.31,0.09,0.02,0.03,0.44,0.12,0.16
1431,0.65,0.62,0.41,0.26,0.38,0.61,0.53,0.8,0.11,0.53
1432,0.39,0.3,0.39,0.38,0.49,0.42,0.57,0.37,0.05,0.09
1433,0.77,0.4,0.2,0.46,0.04,0.08,0.05,0.25,0.04,0.05
1434,0.73,0.65,0.49,0.49,0.48,0.36,0.7,0.47,0.02,0.16
1435,0.37,0.11,0.46,0.33,0.61,0.26,0.3,0.18,0.1,0.39
1436,0.73,0.4,0.37,0.47,0.41,0.55,0.62,0.48,0.02,0.09
1437,0.23,0.18,0.27,0.49,0.2,0.2,0.03,0.44,0.67,0.23
1438,0.49,0.43,0.38,0.5,0.56,0.09,0.56,0.31,0.1,0.45
1439,0.56,0.25,0.37,0.36,0.41,0.2,0.36,0.6,0.24,0.63
1440,0.5,0.63,0.29,0.23,0.08,0.14,0.13,0.32,0.08,0.23
1441,0.41,0.24,0.29,0.51,0.25,0.35,0.16,0.33,0.77,0.59
1442,0.43,0.31,0.45,0.46,0.47,0.17,0.6,0.17,0.07,0.16
1443,0.58,0.18,0.54,0.43,0.66,0.34,0.12,0.21,0.05,0.09
1444,0.45,0.16,0.29,0.62,0.27,0.36,0.15,0.4,0.47,0.55
1445,0.77,0.61,0.41,0.53,0.59,0.34,0.64,0.37,0.02,0.15
1446,0.77,0.52,0.42,0.54,0.42,0.1,0.48,0.46,0.12,0.3
1447,0.33,0.32,0.45,0.43,0.65,0.24,0.6,0.11,0.02,0.16
1448,0.44,0.27,0.37,0.72,0.12,0.1,0.24,0.38,0.34,0.18
1449,0.68,0.66,0.49,0.5,0.15,0.05,0.11,0.62,0.46,0.4
1450,0.47,0.26,0.31,0.66,0.34,0.49,0.37,0.22,0.15,0.25
1451,0.33,0.47,0.34,0.5,0.1,0.08,0.04,0.49,0.82,0.63
1452,0.3,0.24,0.28,0.6,0.48,0.28,0.2,0.18,0.36,0.57
1453,0.31,0.31,0.36,0.28,0.35,0.7,0.11,0.43,0.46,0.58
1454,0.47,0.22,0.46,0.6,0.5,0.57,0.42,0.56,0.25,0.28
1455,0.57,0.55,0.26,0.51,0.59,0.26,0.52,0.38,0.03,0.27
1456,0.58,0.3,0.32,0.69,0.47,0.25,0.18,0.33,0.18,0.25
1457,0.57,0.4,0.51,0.46,0.65,0.28,0.7,0.23,0.04,0.31
1458,0.7,0.41,0.37,0.44,0.36,0.32,0.66,0.53,0.03,0.16
1459,0.37,0.19,0.17,0.18,0.13,0.33,0.04,0.47,0.46,0.59
1460,0.41,0.26,0.24,0.72,0.3,0.38,0.22,0.2,0.15,0.27
1461,0.27,0.2,0.21,0.83,0.07,0.04,0.05,0.18,0.54,0.18
1462,0.68,0.53,0.48,0.46,0.36,0.17,0.67,0.61,0.07,0.23
1463,0.28,0.23,0.27,0.6,0.29,0.49,0.14,0.26,0.35,0.4
1464,0.22,0.15,0.14,0.84,0.07,0.06,0.04,0.05,0.65,0.24
1465,0.45,0.31,0.2,0.43,0.08,0.07,0.05,0.15,0.32,0.29
1466,0.63,0.33,0.58,0.37,0.56,0.61,0.76,0.25,0.04,0.15
1467,0.54,0.37,0.49,0.47,0.52,0.15,0.44,0.05,0.03,0.07
1468,0.54,0.29,0.47,0.49,0.62,0.27,0.43,0.27,0.09,0.37
1469,0.68,0.4,0.37,0.54,0.48,0.49,0.33,0.44,0.02,0.22
1470,0.7,0.6,0.46,0.56,0.28,0.21,0.81,0.4,0.03,0.17
1471,0.73,0.53,0.35,0.35,0.07,0.02,0.03,0.2,0.17,0.17
1472,0.55,0.37,0.23,0.29,0.17,0.04,0.04,0.06,0.06,0.05
1473,0.57,0.42,0.36,0.77,0.13,0.05,0.05,0.41,0.4,0.12
1474,0.18,0.23,0.2,0.16,0.18,0.36,0.04,0.09,0.27,0.24
1475,0.35,0.37,0.27,0.5,0.1,0.29,0.06,0.62,0.83,0.66
1476,0.64,0.41,0.33,0.72,0.48,0.28,0.48,0.49,0.12,0.14
1477,0.35,0.17,0.27,0.25,0.3,0.71,0.2,0.61,0.42,0.37
1478,0.47,0.37,0.36,0.32,0.43,0.16,0.73,0.19,0.03,0.14
1479,0.44,0.15,0.29,0.59,0.15,0.26,0.39,0.14,0.04,0.11
1480,0.27,0.15,0.28,0.41,0.37,0.33,0.13,0.41,0.48,0.27
1481,0.42,0.36,0.23,0.53,0.37,0.2,0.37,0.23,0.49,0.44
1482,0.6,0.57,0.58,0.61,0.47,0.22,0.72,0.24,0.02,0.25
1483,0.32,0.21,0.15,0.36,0.53,0.32,0.39,0.04,0.02,0.22
1484,0.69,0.44,0.34,0.54,0.58,0.14,0.51,0.19,0.03,0.08
1485,0.45,0.2,0.11,0.54,0.14,0.48,0.3,0.07,0.12,0.17
1486,0.54,0.41,0.22,0.28,0.36,0.14,0.3,0.06,0.05,0.12
1487,0.55,0.4,0.31,0.4,0.1,0.02,0.04,0.08,0.08,0.11
1488,0.63,0.63,0.46,0.37,0.15,0.08,0.07,0.63,0.44,0.7
1489,0.43,0.16,0.25,0.84,0.08,0.04,0.05,0.27,0.67,0.27
1490,0.24,0.13,0.33,0.26,0.56,0.55,0.11,0.17,0.09,0.21
1491,0.3,0.23,0.29,0.32,0.3,0.73,0.16,0.51,0.42,0.55
1492,0.69,0.77,0.47,0.43,0.21,0.05,0.14,0.53,0.1,0.21
1493,0.52,0.38,0.36,0.48,0.52,0.26,0.55,0.06,0.03,0.12
1494,0.37,0.39,0.28,0.38,0.1,0.34,0.03,0.56,0.89,0.72
1495,0.71,0.7,0.4,0.45,0.13,0.03,0.15,0.6,0.16,0.41
1496,0.38,0.32,0.23,0.49,0.16,0.03,0.03,0.06,0.09,0.04
1497,0.66,0.6,0.37,0.36,0.46,0.14,0.57,0.6,0.17,0.3
